ano,sigla_uf,id_municipio,produto,area_plantada,area_colhida,quantidade_produzida,rendimento_medio,valor_producao,prop_area_plantada,prop_area_colhida,prop_valor_producao
2010,AL,2705903,Maçã,,,,,,,,
2010,AL,2705903,Mamão,,,,,,,,
2010,AL,2705903,Manga,4,4,26,6500,5,26.67,26.67,22.73
2010,AL,2705903,Maracujá,,,,,,,,
2010,AL,2705903,Marmelo,,,,,,,,
2010,AL,2705903,Noz (fruto seco),,,,,,,,
2010,AL,2705903,Palmito,,,,,,,,
2010,AL,2705903,Pera,,,,,,,,
2010,AL,2705903,Pêssego,,,,,,,,
2010,AL,2705903,Pimenta-do-reino,,,,,,,,
2010,AL,2705903,Sisal ou agave (fibra),,,,,,,,
2010,AL,2705903,Tangerina,,,,,,,,
2010,AL,2705903,Tungue (fruto seco),,,,,,,,
2010,AL,2705903,Urucum (semente),,,,,,,,
2010,AL,2705903,Uva,,,,,,,,
2010,AL,2706000,Abacate,,,,,,,,
2010,AL,2706000,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706000,Açaí,,,,,,,,
2010,AL,2706000,Azeitona,,,,,,,,
2010,AL,2706000,Banana (cacho),,,,,,,,
2010,AL,2706000,Borracha (látex coagulado),,,,,,,,
2010,AL,2706000,Borracha (látex líquido),,,,,,,,
2010,AL,2706000,Cacau (em amêndoa),,,,,,,,
2010,AL,2706000,Café (em grão) Total,,,,,,,,
2010,AL,2706000,Café (em grão) Arábica,,,,,,,,
2010,AL,2706000,Café (em grão) Canephora,,,,,,,,
2010,AL,2706000,Caju,,,,,,,,
2010,AL,2706000,Caqui,,,,,,,,
2010,AL,2706000,Castanha de caju,295,295,103,349,92,100.0,100.0,100.0
2010,AL,2706000,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706000,Coco-da-baía,,,,,,,,
2010,AL,2706000,Dendê (cacho de coco),,,,,,,,
2010,AL,2706000,Erva-mate (folha verde),,,,,,,,
2010,AL,2706000,Figo,,,,,,,,
2010,AL,2706000,Goiaba,,,,,,,,
2010,AL,2706000,Guaraná (semente),,,,,,,,
2010,AL,2706000,Laranja,,,,,,,,
2010,AL,2706000,Limão,,,,,,,,
2010,AL,2706000,Maçã,,,,,,,,
2010,AL,2706000,Mamão,,,,,,,,
2010,AL,2706000,Manga,,,,,,,,
2010,AL,2706000,Maracujá,,,,,,,,
2010,AL,2706000,Marmelo,,,,,,,,
2010,AL,2706000,Noz (fruto seco),,,,,,,,
2010,AL,2706000,Palmito,,,,,,,,
2010,AL,2706000,Pera,,,,,,,,
2010,AL,2706000,Pêssego,,,,,,,,
2010,AL,2706000,Pimenta-do-reino,,,,,,,,
2010,AL,2706000,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706000,Tangerina,,,,,,,,
2010,AL,2706000,Tungue (fruto seco),,,,,,,,
2010,AL,2706000,Urucum (semente),,,,,,,,
2010,AL,2706000,Uva,,,,,,,,
2010,AL,2706109,Abacate,,,,,,,,
2010,AL,2706109,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706109,Açaí,,,,,,,,
2010,AL,2706109,Azeitona,,,,,,,,
2010,AL,2706109,Banana (cacho),,,,,,,,
2010,AL,2706109,Borracha (látex coagulado),,,,,,,,
2010,AL,2706109,Borracha (látex líquido),,,,,,,,
2010,AL,2706109,Cacau (em amêndoa),,,,,,,,
2010,AL,2706109,Café (em grão) Total,,,,,,,,
2010,AL,2706109,Café (em grão) Arábica,,,,,,,,
2010,AL,2706109,Café (em grão) Canephora,,,,,,,,
2010,AL,2706109,Caju,,,,,,,,
2010,AL,2706109,Caqui,,,,,,,,
2010,AL,2706109,Castanha de caju,30,30,14,466,12,100.0,100.0,100.0
2010,AL,2706109,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706109,Coco-da-baía,,,,,,,,
2010,AL,2706109,Dendê (cacho de coco),,,,,,,,
2010,AL,2706109,Erva-mate (folha verde),,,,,,,,
2010,AL,2706109,Figo,,,,,,,,
2010,AL,2706109,Goiaba,,,,,,,,
2010,AL,2706109,Guaraná (semente),,,,,,,,
2010,AL,2706109,Laranja,,,,,,,,
2010,AL,2706109,Limão,,,,,,,,
2010,AL,2706109,Maçã,,,,,,,,
2010,AL,2706109,Mamão,,,,,,,,
2010,AL,2706109,Manga,,,,,,,,
2010,AL,2706109,Maracujá,,,,,,,,
2010,AL,2706109,Marmelo,,,,,,,,
2010,AL,2706109,Noz (fruto seco),,,,,,,,
2010,AL,2706109,Palmito,,,,,,,,
2010,AL,2706109,Pera,,,,,,,,
2010,AL,2706109,Pêssego,,,,,,,,
2010,AL,2706109,Pimenta-do-reino,,,,,,,,
2010,AL,2706109,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706109,Tangerina,,,,,,,,
2010,AL,2706109,Tungue (fruto seco),,,,,,,,
2010,AL,2706109,Urucum (semente),,,,,,,,
2010,AL,2706109,Uva,,,,,,,,
2010,AL,2706208,Abacate,,,,,,,,
2010,AL,2706208,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706208,Açaí,,,,,,,,
2010,AL,2706208,Azeitona,,,,,,,,
2010,AL,2706208,Banana (cacho),,,,,,,,
2010,AL,2706208,Borracha (látex coagulado),,,,,,,,
2010,AL,2706208,Borracha (látex líquido),,,,,,,,
2010,AL,2706208,Cacau (em amêndoa),,,,,,,,
2010,AL,2706208,Café (em grão) Total,,,,,,,,
2010,AL,2706208,Café (em grão) Arábica,,,,,,,,
2010,AL,2706208,Café (em grão) Canephora,,,,,,,,
2010,AL,2706208,Caju,,,,,,,,
2010,AL,2706208,Caqui,,,,,,,,
2010,AL,2706208,Castanha de caju,4,4,1,250,0,100.0,100.0,
2010,AL,2706208,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706208,Coco-da-baía,,,,,,,,
2010,AL,2706208,Dendê (cacho de coco),,,,,,,,
2010,AL,2706208,Erva-mate (folha verde),,,,,,,,
2010,AL,2706208,Figo,,,,,,,,
2010,AL,2706208,Goiaba,,,,,,,,
2010,AL,2706208,Guaraná (semente),,,,,,,,
2010,AL,2706208,Laranja,,,,,,,,
2010,AL,2706208,Limão,,,,,,,,
2010,AL,2706208,Maçã,,,,,,,,
2010,AL,2706208,Mamão,,,,,,,,
2010,AL,2706208,Manga,,,,,,,,
2010,AL,2706208,Maracujá,,,,,,,,
2010,AL,2706208,Marmelo,,,,,,,,
2010,AL,2706208,Noz (fruto seco),,,,,,,,
2010,AL,2706208,Palmito,,,,,,,,
2010,AL,2706208,Pera,,,,,,,,
2010,AL,2706208,Pêssego,,,,,,,,
2010,AL,2706208,Pimenta-do-reino,,,,,,,,
2010,AL,2706208,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706208,Tangerina,,,,,,,,
2010,AL,2706208,Tungue (fruto seco),,,,,,,,
2010,AL,2706208,Urucum (semente),,,,,,,,
2010,AL,2706208,Uva,,,,,,,,
2010,AL,2706307,Abacate,,,,,,,,
2010,AL,2706307,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706307,Açaí,,,,,,,,
2010,AL,2706307,Azeitona,,,,,,,,
2010,AL,2706307,Banana (cacho),276,276,3864,14000,966,43.95,43.95,65.31
2010,AL,2706307,Borracha (látex coagulado),,,,,,,,
2010,AL,2706307,Borracha (látex líquido),,,,,,,,
2010,AL,2706307,Cacau (em amêndoa),,,,,,,,
2010,AL,2706307,Café (em grão) Total,5,5,2,400,1,0.8,0.8,0.07
2010,AL,2706307,Café (em grão) Arábica,,,,,,,,
2010,AL,2706307,Café (em grão) Canephora,,,,,,,,
2010,AL,2706307,Caju,,,,,,,,
2010,AL,2706307,Caqui,,,,,,,,
2010,AL,2706307,Castanha de caju,80,80,64,800,51,12.74,12.74,3.45
2010,AL,2706307,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706307,Coco-da-baía,20,20,240,12000,62,3.18,3.18,4.19
2010,AL,2706307,Dendê (cacho de coco),,,,,,,,
2010,AL,2706307,Erva-mate (folha verde),,,,,,,,
2010,AL,2706307,Figo,,,,,,,,
2010,AL,2706307,Goiaba,8,8,64,8000,20,1.27,1.27,1.35
2010,AL,2706307,Guaraná (semente),,,,,,,,
2010,AL,2706307,Laranja,28,28,112,4000,13,4.46,4.46,0.88
2010,AL,2706307,Limão,1,1,6,6000,1,0.16,0.16,0.07
2010,AL,2706307,Maçã,,,,,,,,
2010,AL,2706307,Mamão,4,4,80,20000,56,0.64,0.64,3.79
2010,AL,2706307,Manga,200,200,1360,6800,299,31.85,31.85,20.22
2010,AL,2706307,Maracujá,6,6,36,6000,10,0.96,0.96,0.68
2010,AL,2706307,Marmelo,,,,,,,,
2010,AL,2706307,Noz (fruto seco),,,,,,,,
2010,AL,2706307,Palmito,,,,,,,,
2010,AL,2706307,Pera,,,,,,,,
2010,AL,2706307,Pêssego,,,,,,,,
2010,AL,2706307,Pimenta-do-reino,,,,,,,,
2010,AL,2706307,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706307,Tangerina,,,,,,,,
2010,AL,2706307,Tungue (fruto seco),,,,,,,,
2010,AL,2706307,Urucum (semente),,,,,,,,
2010,AL,2706307,Uva,,,,,,,,
2010,AL,2706406,Abacate,,,,,,,,
2010,AL,2706406,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706406,Açaí,,,,,,,,
2010,AL,2706406,Azeitona,,,,,,,,
2010,AL,2706406,Banana (cacho),,,,,,,,
2010,AL,2706406,Borracha (látex coagulado),,,,,,,,
2010,AL,2706406,Borracha (látex líquido),,,,,,,,
2010,AL,2706406,Cacau (em amêndoa),,,,,,,,
2010,AL,2706406,Café (em grão) Total,,,,,,,,
2010,AL,2706406,Café (em grão) Arábica,,,,,,,,
2010,AL,2706406,Café (em grão) Canephora,,,,,,,,
2010,AL,2706406,Caju,,,,,,,,
2010,AL,2706406,Caqui,,,,,,,,
2010,AL,2706406,Castanha de caju,4,4,2,500,1,100.0,100.0,100.0
2010,AL,2706406,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706406,Coco-da-baía,,,,,,,,
2010,AL,2706406,Dendê (cacho de coco),,,,,,,,
2010,AL,2706406,Erva-mate (folha verde),,,,,,,,
2010,AL,2706406,Figo,,,,,,,,
2010,AL,2706406,Goiaba,,,,,,,,
2010,AL,2706406,Guaraná (semente),,,,,,,,
2010,AL,2706406,Laranja,,,,,,,,
2010,AL,2706406,Limão,,,,,,,,
2010,AL,2706406,Maçã,,,,,,,,
2010,AL,2706406,Mamão,,,,,,,,
2010,AL,2706406,Manga,,,,,,,,
2010,AL,2706406,Maracujá,,,,,,,,
2010,AL,2706406,Marmelo,,,,,,,,
2010,AL,2706406,Noz (fruto seco),,,,,,,,
2010,AL,2706406,Palmito,,,,,,,,
2010,AL,2706406,Pera,,,,,,,,
2010,AL,2706406,Pêssego,,,,,,,,
2010,AL,2706406,Pimenta-do-reino,,,,,,,,
2010,AL,2706406,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706406,Tangerina,,,,,,,,
2010,AL,2706406,Tungue (fruto seco),,,,,,,,
2010,AL,2706406,Urucum (semente),,,,,,,,
2010,AL,2706406,Uva,,,,,,,,
2010,AL,2706422,Abacate,,,,,,,,
2010,AL,2706422,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706422,Açaí,,,,,,,,
2010,AL,2706422,Azeitona,,,,,,,,
2010,AL,2706422,Banana (cacho),4,4,32,8000,8,28.57,28.57,80.0
2010,AL,2706422,Borracha (látex coagulado),,,,,,,,
2010,AL,2706422,Borracha (látex líquido),,,,,,,,
2010,AL,2706422,Cacau (em amêndoa),,,,,,,,
2010,AL,2706422,Café (em grão) Total,,,,,,,,
2010,AL,2706422,Café (em grão) Arábica,,,,,,,,
2010,AL,2706422,Café (em grão) Canephora,,,,,,,,
2010,AL,2706422,Caju,,,,,,,,
2010,AL,2706422,Caqui,,,,,,,,
2010,AL,2706422,Castanha de caju,10,10,2,200,2,71.43,71.43,20.0
2010,AL,2706422,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706422,Coco-da-baía,,,,,,,,
2010,AL,2706422,Dendê (cacho de coco),,,,,,,,
2010,AL,2706422,Erva-mate (folha verde),,,,,,,,
2010,AL,2706422,Figo,,,,,,,,
2010,AL,2706422,Goiaba,,,,,,,,
2010,AL,2706422,Guaraná (semente),,,,,,,,
2010,AL,2706422,Laranja,,,,,,,,
2010,AL,2706422,Limão,,,,,,,,
2010,AL,2706422,Maçã,,,,,,,,
2010,AL,2706422,Mamão,,,,,,,,
2010,AL,2706422,Manga,,,,,,,,
2010,AL,2706422,Maracujá,,,,,,,,
2010,AL,2706422,Marmelo,,,,,,,,
2010,AL,2706422,Noz (fruto seco),,,,,,,,
2010,AL,2706422,Palmito,,,,,,,,
2010,AL,2706422,Pera,,,,,,,,
2010,AL,2706422,Pêssego,,,,,,,,
2010,AL,2706422,Pimenta-do-reino,,,,,,,,
2010,AL,2706422,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706422,Tangerina,,,,,,,,
2010,AL,2706422,Tungue (fruto seco),,,,,,,,
2010,AL,2706422,Urucum (semente),,,,,,,,
2010,AL,2706422,Uva,,,,,,,,
2010,AL,2706448,Abacate,,,,,,,,
2010,AL,2706448,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706448,Açaí,,,,,,,,
2010,AL,2706448,Azeitona,,,,,,,,
2010,AL,2706448,Banana (cacho),3,3,30,10000,7,1.07,1.07,1.12
2010,AL,2706448,Borracha (látex coagulado),,,,,,,,
2010,AL,2706448,Borracha (látex líquido),,,,,,,,
2010,AL,2706448,Cacau (em amêndoa),,,,,,,,
2010,AL,2706448,Café (em grão) Total,,,,,,,,
2010,AL,2706448,Café (em grão) Arábica,,,,,,,,
2010,AL,2706448,Café (em grão) Canephora,,,,,,,,
2010,AL,2706448,Caju,,,,,,,,
2010,AL,2706448,Caqui,,,,,,,,
2010,AL,2706448,Castanha de caju,,,,,,,,
2010,AL,2706448,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706448,Coco-da-baía,275,275,1435,5218,618,97.86,97.86,98.88
2010,AL,2706448,Dendê (cacho de coco),,,,,,,,
2010,AL,2706448,Erva-mate (folha verde),,,,,,,,
2010,AL,2706448,Figo,,,,,,,,
2010,AL,2706448,Goiaba,,,,,,,,
2010,AL,2706448,Guaraná (semente),,,,,,,,
2010,AL,2706448,Laranja,,,,,,,,
2010,AL,2706448,Limão,,,,,,,,
2010,AL,2706448,Maçã,,,,,,,,
2010,AL,2706448,Mamão,,,,,,,,
2010,AL,2706448,Manga,3,3,3,1000,0,1.07,1.07,0.0
2010,AL,2706448,Maracujá,,,,,,,,
2010,AL,2706448,Marmelo,,,,,,,,
2010,AL,2706448,Noz (fruto seco),,,,,,,,
2010,AL,2706448,Palmito,,,,,,,,
2010,AL,2706448,Pera,,,,,,,,
2010,AL,2706448,Pêssego,,,,,,,,
2010,AL,2706448,Pimenta-do-reino,,,,,,,,
2010,AL,2706448,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706448,Tangerina,,,,,,,,
2010,AL,2706448,Tungue (fruto seco),,,,,,,,
2010,AL,2706448,Urucum (semente),,,,,,,,
2010,AL,2706448,Uva,,,,,,,,
2010,AL,2706505,Abacate,,,,,,,,
2010,AL,2706505,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706505,Açaí,,,,,,,,
2010,AL,2706505,Azeitona,,,,,,,,
2010,AL,2706505,Banana (cacho),18,18,204,11333,95,2.8,2.8,10.59
2010,AL,2706505,Borracha (látex coagulado),,,,,,,,
2010,AL,2706505,Borracha (látex líquido),,,,,,,,
2010,AL,2706505,Cacau (em amêndoa),,,,,,,,
2010,AL,2706505,Café (em grão) Total,,,,,,,,
2010,AL,2706505,Café (em grão) Arábica,,,,,,,,
2010,AL,2706505,Café (em grão) Canephora,,,,,,,,
2010,AL,2706505,Caju,,,,,,,,
2010,AL,2706505,Caqui,,,,,,,,
2010,AL,2706505,Castanha de caju,,,,,,,,
2010,AL,2706505,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706505,Coco-da-baía,618,618,1788,2893,797,96.26,96.26,88.85
2010,AL,2706505,Dendê (cacho de coco),,,,,,,,
2010,AL,2706505,Erva-mate (folha verde),,,,,,,,
2010,AL,2706505,Figo,,,,,,,,
2010,AL,2706505,Goiaba,,,,,,,,
2010,AL,2706505,Guaraná (semente),,,,,,,,
2010,AL,2706505,Laranja,1,1,6,6000,1,0.16,0.16,0.11
2010,AL,2706505,Limão,,,,,,,,
2010,AL,2706505,Maçã,,,,,,,,
2010,AL,2706505,Mamão,,,,,,,,
2010,AL,2706505,Manga,4,4,3,750,0,0.62,0.62,0.0
2010,AL,2706505,Maracujá,1,1,8,8000,4,0.16,0.16,0.45
2010,AL,2706505,Marmelo,,,,,,,,
2010,AL,2706505,Noz (fruto seco),,,,,,,,
2010,AL,2706505,Palmito,,,,,,,,
2010,AL,2706505,Pera,,,,,,,,
2010,AL,2706505,Pêssego,,,,,,,,
2010,AL,2706505,Pimenta-do-reino,,,,,,,,
2010,AL,2706505,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706505,Tangerina,,,,,,,,
2010,AL,2706505,Tungue (fruto seco),,,,,,,,
2010,AL,2706505,Urucum (semente),,,,,,,,
2010,AL,2706505,Uva,,,,,,,,
2010,AL,2706604,Abacate,,,,,,,,
2010,AL,2706604,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706604,Açaí,,,,,,,,
2010,AL,2706604,Azeitona,,,,,,,,
2010,AL,2706604,Banana (cacho),10,10,130,13000,35,43.48,43.48,56.45
2010,AL,2706604,Borracha (látex coagulado),,,,,,,,
2010,AL,2706604,Borracha (látex líquido),,,,,,,,
2010,AL,2706604,Cacau (em amêndoa),,,,,,,,
2010,AL,2706604,Café (em grão) Total,,,,,,,,
2010,AL,2706604,Café (em grão) Arábica,,,,,,,,
2010,AL,2706604,Café (em grão) Canephora,,,,,,,,
2010,AL,2706604,Caju,,,,,,,,
2010,AL,2706604,Caqui,,,,,,,,
2010,AL,2706604,Castanha de caju,,,,,,,,
2010,AL,2706604,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706604,Coco-da-baía,,,,,,,,
2010,AL,2706604,Dendê (cacho de coco),,,,,,,,
2010,AL,2706604,Erva-mate (folha verde),,,,,,,,
2010,AL,2706604,Figo,,,,,,,,
2010,AL,2706604,Goiaba,,,,,,,,
2010,AL,2706604,Guaraná (semente),,,,,,,,
2010,AL,2706604,Laranja,10,10,100,10000,25,43.48,43.48,40.32
2010,AL,2706604,Limão,,,,,,,,
2010,AL,2706604,Maçã,,,,,,,,
2010,AL,2706604,Mamão,,,,,,,,
2010,AL,2706604,Manga,3,3,12,4000,2,13.04,13.04,3.23
2010,AL,2706604,Maracujá,,,,,,,,
2010,AL,2706604,Marmelo,,,,,,,,
2010,AL,2706604,Noz (fruto seco),,,,,,,,
2010,AL,2706604,Palmito,,,,,,,,
2010,AL,2706604,Pera,,,,,,,,
2010,AL,2706604,Pêssego,,,,,,,,
2010,AL,2706604,Pimenta-do-reino,,,,,,,,
2010,AL,2706604,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706604,Tangerina,,,,,,,,
2010,AL,2706604,Tungue (fruto seco),,,,,,,,
2010,AL,2706604,Urucum (semente),,,,,,,,
2010,AL,2706604,Uva,,,,,,,,
2010,AL,2706703,Abacate,,,,,,,,
2010,AL,2706703,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706703,Açaí,,,,,,,,
2010,AL,2706703,Azeitona,,,,,,,,
2010,AL,2706703,Banana (cacho),25,25,210,8400,56,4.5,4.5,3.45
2010,AL,2706703,Borracha (látex coagulado),,,,,,,,
2010,AL,2706703,Borracha (látex líquido),,,,,,,,
2010,AL,2706703,Cacau (em amêndoa),,,,,,,,
2010,AL,2706703,Café (em grão) Total,,,,,,,,
2010,AL,2706703,Café (em grão) Arábica,,,,,,,,
2010,AL,2706703,Café (em grão) Canephora,,,,,,,,
2010,AL,2706703,Caju,,,,,,,,
2010,AL,2706703,Caqui,,,,,,,,
2010,AL,2706703,Castanha de caju,,,,,,,,
2010,AL,2706703,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706703,Coco-da-baía,391,391,1804,4613,791,70.45,70.45,48.77
2010,AL,2706703,Dendê (cacho de coco),,,,,,,,
2010,AL,2706703,Erva-mate (folha verde),,,,,,,,
2010,AL,2706703,Figo,,,,,,,,
2010,AL,2706703,Goiaba,8,8,64,8000,25,1.44,1.44,1.54
2010,AL,2706703,Guaraná (semente),,,,,,,,
2010,AL,2706703,Laranja,18,18,90,5000,22,3.24,3.24,1.36
2010,AL,2706703,Limão,,,,,,,,
2010,AL,2706703,Maçã,,,,,,,,
2010,AL,2706703,Mamão,,,,,,,,
2010,AL,2706703,Manga,48,48,576,12000,132,8.65,8.65,8.14
2010,AL,2706703,Maracujá,65,65,780,12000,596,11.71,11.71,36.74
2010,AL,2706703,Marmelo,,,,,,,,
2010,AL,2706703,Noz (fruto seco),,,,,,,,
2010,AL,2706703,Palmito,,,,,,,,
2010,AL,2706703,Pera,,,,,,,,
2010,AL,2706703,Pêssego,,,,,,,,
2010,AL,2706703,Pimenta-do-reino,,,,,,,,
2010,AL,2706703,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706703,Tangerina,,,,,,,,
2010,AL,2706703,Tungue (fruto seco),,,,,,,,
2010,AL,2706703,Urucum (semente),,,,,,,,
2010,AL,2706703,Uva,,,,,,,,
2010,AL,2706802,Abacate,,,,,,,,
2010,AL,2706802,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706802,Açaí,,,,,,,,
2010,AL,2706802,Azeitona,,,,,,,,
2010,AL,2706802,Banana (cacho),13,13,86,6615,23,0.55,0.55,0.62
2010,AL,2706802,Borracha (látex coagulado),,,,,,,,
2010,AL,2706802,Borracha (látex líquido),,,,,,,,
2010,AL,2706802,Cacau (em amêndoa),,,,,,,,
2010,AL,2706802,Café (em grão) Total,,,,,,,,
2010,AL,2706802,Café (em grão) Arábica,,,,,,,,
2010,AL,2706802,Café (em grão) Canephora,,,,,,,,
2010,AL,2706802,Caju,,,,,,,,
2010,AL,2706802,Caqui,,,,,,,,
2010,AL,2706802,Castanha de caju,,,,,,,,
2010,AL,2706802,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706802,Coco-da-baía,2337,2337,8212,3513,3692,98.57,98.57,98.74
2010,AL,2706802,Dendê (cacho de coco),,,,,,,,
2010,AL,2706802,Erva-mate (folha verde),,,,,,,,
2010,AL,2706802,Figo,,,,,,,,
2010,AL,2706802,Goiaba,,,,,,,,
2010,AL,2706802,Guaraná (semente),,,,,,,,
2010,AL,2706802,Laranja,1,1,5,5000,1,0.04,0.04,0.03
2010,AL,2706802,Limão,,,,,,,,
2010,AL,2706802,Maçã,,,,,,,,
2010,AL,2706802,Mamão,,,,,,,,
2010,AL,2706802,Manga,20,20,100,5000,23,0.84,0.84,0.62
2010,AL,2706802,Maracujá,,,,,,,,
2010,AL,2706802,Marmelo,,,,,,,,
2010,AL,2706802,Noz (fruto seco),,,,,,,,
2010,AL,2706802,Palmito,,,,,,,,
2010,AL,2706802,Pera,,,,,,,,
2010,AL,2706802,Pêssego,,,,,,,,
2010,AL,2706802,Pimenta-do-reino,,,,,,,,
2010,AL,2706802,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706802,Tangerina,,,,,,,,
2010,AL,2706802,Tungue (fruto seco),,,,,,,,
2010,AL,2706802,Urucum (semente),,,,,,,,
2010,AL,2706802,Uva,,,,,,,,
2010,AL,2706901,Abacate,,,,,,,,
2010,AL,2706901,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2706901,Açaí,,,,,,,,
2010,AL,2706901,Azeitona,,,,,,,,
2010,AL,2706901,Banana (cacho),7,7,63,9000,15,5.6,5.6,7.39
2010,AL,2706901,Borracha (látex coagulado),,,,,,,,
2010,AL,2706901,Borracha (látex líquido),,,,,,,,
2010,AL,2706901,Cacau (em amêndoa),,,,,,,,
2010,AL,2706901,Café (em grão) Total,,,,,,,,
2010,AL,2706901,Café (em grão) Arábica,,,,,,,,
2010,AL,2706901,Café (em grão) Canephora,,,,,,,,
2010,AL,2706901,Caju,,,,,,,,
2010,AL,2706901,Caqui,,,,,,,,
2010,AL,2706901,Castanha de caju,,,,,,,,
2010,AL,2706901,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2706901,Coco-da-baía,80,80,320,4000,128,64.0,64.0,63.05
2010,AL,2706901,Dendê (cacho de coco),,,,,,,,
2010,AL,2706901,Erva-mate (folha verde),,,,,,,,
2010,AL,2706901,Figo,,,,,,,,
2010,AL,2706901,Goiaba,1,1,9,9000,4,0.8,0.8,1.97
2010,AL,2706901,Guaraná (semente),,,,,,,,
2010,AL,2706901,Laranja,19,19,171,9000,44,15.2,15.2,21.67
2010,AL,2706901,Limão,6,6,42,7000,10,4.8,4.8,4.93
2010,AL,2706901,Maçã,,,,,,,,
2010,AL,2706901,Mamão,,,,,,,,
2010,AL,2706901,Manga,12,12,10,833,2,9.6,9.6,0.99
2010,AL,2706901,Maracujá,,,,,,,,
2010,AL,2706901,Marmelo,,,,,,,,
2010,AL,2706901,Noz (fruto seco),,,,,,,,
2010,AL,2706901,Palmito,,,,,,,,
2010,AL,2706901,Pera,,,,,,,,
2010,AL,2706901,Pêssego,,,,,,,,
2010,AL,2706901,Pimenta-do-reino,,,,,,,,
2010,AL,2706901,Sisal ou agave (fibra),,,,,,,,
2010,AL,2706901,Tangerina,,,,,,,,
2010,AL,2706901,Tungue (fruto seco),,,,,,,,
2010,AL,2706901,Urucum (semente),,,,,,,,
2010,AL,2706901,Uva,,,,,,,,
2010,AL,2707008,Abacate,,,,,,,,
2010,AL,2707008,Algodão arbóreo (em caroço),,,,,,,,
2010,AL,2707008,Açaí,,,,,,,,
2010,AL,2707008,Azeitona,,,,,,,,
2010,AL,2707008,Banana (cacho),7,7,84,12000,23,100.0,100.0,100.0
2010,AL,2707008,Borracha (látex coagulado),,,,,,,,
2010,AL,2707008,Borracha (látex líquido),,,,,,,,
2010,AL,2707008,Cacau (em amêndoa),,,,,,,,
2010,AL,2707008,Café (em grão) Total,,,,,,,,
2010,AL,2707008,Café (em grão) Arábica,,,,,,,,
2010,AL,2707008,Café (em grão) Canephora,,,,,,,,
2010,AL,2707008,Caju,,,,,,,,
2010,AL,2707008,Caqui,,,,,,,,
2010,AL,2707008,Castanha de caju,,,,,,,,
2010,AL,2707008,Chá-da-índia (folha verde),,,,,,,,
2010,AL,2707008,Coco-da-baía,,,,,,,,
2010,AL,2707008,Dendê (cacho de coco),,,,,,,,
2010,AL,2707008,Erva-mate (folha verde),,,,,,,,
2010,AL,2707008,Figo,,,,,,,,
2010,AL,2707008,Goiaba,,,,,,,,
2010,AL,2707008,Guaraná (semente),,,,,,,,
2010,AL,2707008,Laranja,,,,,,,,
2010,AL,2707008,Limão,,,,,,,,
2010,AL,2707008,Maçã,,,,,,,,
2010,AL,2707008,Mamão,,,,,,,,
2010,AL,2707008,Manga,,,,,,,,
2010,AL,2707008,Maracujá,,,,,,,,
2010,AL,2707008,Marmelo,,,,,,,,
2010,AL,2707008,Noz (fruto seco),,,,,,,,
2010,AL,2707008,Palmito,,,,,,,,
2010,AL,2707008,Pera,,,,,,,,
2010,AL,2707008,Pêssego,,,,,,,,
2010,AL,2707008,Pimenta-do-reino,,,,,,,,
2010,AL,2707008,Sisal ou agave (fibra),,,,,,,,
2010,AL,2707008,Tangerina,,,,,,,,
2010,AL,2707008,Tungue (fruto seco),,,,,,,,
2010,AL,2707008,Urucum (semente),,,,,,,,
2010,AL,2707008,Uva,,,,,,,,
2010,AL,2707107,Abacate,,,,,,,,
